int_doc_id,master_ai_id,master_ai_name,program_code,activity_class_code,activity_year,activity_num,inspection_date,inspection_end_date,task_id,site_status_code,site_condition_code,lead_investigator_id,master_person_first_name,master_person_last_name,inspection_date_fiscal_year,inspection_date_fiscal_qtr,inspection_date_calendar_year,inspection_date_calendar_qtr,media_type_code,media_type,permit_num,site_status_desc,site_condition_desc,reason,recommended_action,ets_url
1510294,20744,Hanover Foods Corp,37,CFI,2013,1,2013-10-24,2013-10-24,1289693,W001,0005,21983,Michele,Burroughs,2014,2,2013,4,E280,NPDES Industrial Ground Water,06-DP-0507,Active,Noncompliance,"Initial Quarterly, Routine Scheduled, Initial Yearly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1510294
1538078,20744,Hanover Foods Corp,37,CFI,2014,1,2014-01-24,2014-01-24,1320374,W001,0003,21983,Michele,Burroughs,2014,3,2014,1,E280,NPDES Industrial Ground Water,DP-0507,Active,Additional Investigation Required,"Initial Quarterly, Routine Scheduled, Initial Yearly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1538078
1777988,20744,Hanover Foods Corp,37,CFI,2015,1,2015-08-05,2015-08-05,1611806,W001,0005,21983,Michele,Burroughs,2016,1,2015,3,E280,NPDES Industrial Ground Water,DP0507,Active,Noncompliance,"Routine Scheduled, Initial Quarterly, Initial Yearly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1777988
422379,20744,Hanover Foods Corp,37,CFI,2009,1,2009-08-27,2009-08-28,NA,NA,NA,21983,Michele,Burroughs,2010,1,2009,3,E280,NPDES Industrial Ground Water,NA,NA,NA,NA,NA,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=422379
941887,20744,Hanover Foods Corp,37,CFI,2009,3,2009-11-20,2009-11-20,NA,NA,NA,21983,Michele,Burroughs,2010,2,2009,4,E280,NPDES Industrial Ground Water,NA,NA,NA,NA,NA,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=941887
1044078,20744,Hanover Foods Corp,37,CFI,2011,1,2010-08-06,2010-08-06,NA,W001,0005,21983,Michele,Burroughs,2011,1,2010,3,E280,NPDES Industrial Ground Water,DP-0507,Active,Noncompliance,"Initial Quarterly, Routine Scheduled, Initial Yearly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1044078
1045249,20744,Hanover Foods Corp,37,CFI,2011,3,2010-08-26,2010-08-26,NA,W001,0003,21983,Michele,Burroughs,2011,1,2010,3,E280,NPDES Industrial Ground Water,DP-0507,Active,Additional Investigation Required,Follow-up (Non-Compliance),Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1045249
1053045,20744,Hanover Foods Corp,37,CFI,2011,4,2010-09-27,2010-09-27,NA,W001,0002,21983,Michele,Burroughs,2011,1,2010,3,E280,NPDES Industrial Ground Water,DP-0507,Active,Corrections Needed,Follow-up (Non-Compliance),Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1053045
1818731,20744,Hanover Foods Corp,37,CFI,2015,2,2015-12-18,2015-12-18,1659142,W001,0003,21983,Michele,Burroughs,2016,2,2015,4,E280,NPDES Industrial Ground Water,DP-0507,Active,Additional Investigation Required,"Initial Quarterly, Follow-up (Non-Compliance), Routine Scheduled",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1818731
2063785,20744,Hanover Foods Corp,37,CFI,2017,1,2017-06-12,2017-06-12,1942301,W001,0003,21983,Michele,Burroughs,2017,4,2017,2,E279,NPDES Municipal Ground Water,DP-0507,Active,Additional Investigation Required,Joint Inspection MDE,Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2063785
1349499,20744,Hanover Foods Corp,37,CFI,2012,3,2012-10-03,2012-10-03,1109954,W001,0005,21983,Michele,Burroughs,2013,2,2012,4,E280,NPDES Industrial Ground Water,02SW0106,Active,Noncompliance,Follow-up (Non-Compliance),Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1349499
1333340,20744,Hanover Foods Corp,37,CFI,2012,2,2012-08-13,2012-08-13,1093328,W001,0005,21983,Michele,Burroughs,2013,1,2012,3,E280,NPDES Industrial Ground Water,06-DP-0507/MD0507F06,Active,Noncompliance,"Initial Quarterly, Initial Yearly",Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1333340
1264209,20970,South Carroll Swim Club,37,CFI,2012,1,2012-03-08,2012-03-08,966517,W002,0001,21972,Dave,Ryder,2012,3,2012,1,E279,NPDES Municipal Ground Water,06-DP-3382,Inactive,Satisfactory/Compliance,"Violation Follow-up, Initial Yearly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1264209
1076474,20970,South Carroll Swim Club,37,CFI,2010,1,2010-11-12,2010-11-12,NA,W002,0003,21972,Dave,Ryder,2011,2,2010,4,E279,NPDES Municipal Ground Water,NA,Inactive,Additional Investigation Required,"Initial Quarterly, Routine Scheduled, Initial Yearly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1076474
1985863,20970,South Carroll Swim Club,37,CFI,2017,1,2017-01-25,2017-01-25,1847484,W004,0001,21969,Mark,Ecker,2017,3,2017,1,E279,NPDES Municipal Ground Water,06-DP-3382,Active - No work today,Satisfactory/Compliance,"Routine Scheduled, Initial Quarterly, Initial Yearly","Additional Investigation Required, Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1985863
1919667,21071,BGE - Notch Cliff,37,CFI,2016,1,2016-08-10,2016-08-10,1772134,W001,0003,91709,Brenden,Hogan,2017,1,2016,3,E280,NPDES Industrial Ground Water,15-DP-2806,Active,Additional Investigation Required,"Initial Quarterly, Initial Yearly, Routine Scheduled","Additional Investigation Required, Refer to Others (See Findings)",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1919667
3367036,21071,BGE - Notch Cliff,37,CFI,2025,1,2025-11-14,2025-11-14,NA,W001,NA,1176100,Mohammed,Umoru,2026,2,2025,4,E280,NPDES Industrial Ground Water,20-DP-2806,Active,NA,Initial Yearly,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3367036
1777572,21827,"S.E.W. Friel, LLC - Wye Mills Plant",37,CFI,2015,2,2015-08-26,2015-08-26,1611269,W001,0005,21983,Michele,Burroughs,2016,1,2015,3,E280,NPDES Industrial Ground Water,DP0158,Active,Noncompliance,"Routine Scheduled, Initial Yearly, Initial Quarterly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1777572
1027378,21827,"S.E.W. Friel, LLC - Wye Mills Plant",37,CIN,2010,1,2010-07-14,2010-07-14,NA,W001,0001,21959,Carlton,Washburn,2011,1,2010,3,E280,NPDES Industrial Ground Water,00-DP-0158,Active,Satisfactory/Compliance,"Initial Yearly, Initial Quarterly","Continue Routine Investigation, Continue Routine Investigation",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1027378
1046941,21827,"S.E.W. Friel, LLC - Wye Mills Plant",37,CFI,2010,1,2010-08-31,2010-08-31,NA,W001,0001,21959,Carlton,Washburn,2011,1,2010,3,E280,NPDES Industrial Ground Water,00-DP-0158,Active,Satisfactory/Compliance,Routine Scheduled,"Continue Routine Investigation, Continue Routine Investigation",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1046941
1049639,21827,"S.E.W. Friel, LLC - Wye Mills Plant",37,CFI,2010,2,2010-08-31,2010-08-31,NA,W001,0001,21959,Carlton,Washburn,2011,1,2010,3,E280,NPDES Industrial Ground Water,00-DP-0158,Active,Satisfactory/Compliance,Routine Scheduled,"Continue Routine Investigation, Continue Routine Investigation",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1049639
3367611,21840,Manchester WWTP,37,CFI,2025,2,2025-12-11,2025-12-11,NA,W001,NA,1169632,Francesca,Galasso,2026,2,2025,4,E279,NPDES Municipal Ground Water,18-DP-0642,Active,NA,"Follow-up (Non-Compliance), Initial Yearly","Additional Investigation Required, Continue Routine Inspection",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3367611
1284252,21867,The Centreville National Bank Of Maryland,37,CFI,2012,1,2012-04-25,2012-04-25,1038355,W003,0001,21953,Maureen,Eckard,2012,4,2012,2,E280,NPDES Industrial Ground Water,05-DP-1282,Complete,Satisfactory/Compliance,"Routine Scheduled, Initial Yearly, Initial Quarterly",Close File,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1284252
1286376,21867,The Centreville National Bank Of Maryland,37,CFI,2012,2,2012-04-25,2012-04-25,1041554,W003,0001,21953,Maureen,Eckard,2012,4,2012,2,E280,NPDES Industrial Ground Water,05-DP-1282,Complete,Satisfactory/Compliance,"Routine Scheduled, Initial Yearly, Initial Quarterly",Close File,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1286376
1021491,21867,The Centreville National Bank Of Maryland,37,CIN,2010,1,2010-06-22,2010-06-22,NA,W002,0002,21983,Michele,Burroughs,2010,4,2010,2,E280,NPDES Industrial Ground Water,05-DP-1282,Inactive,Corrections Needed,Initial Yearly,Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1021491
1287666,21885,Linkwood Manor Court,37,CFI,2012,6,2012-05-02,2012-05-02,1043421,W003,0001,21950,Dennis,Brown,2012,4,2012,2,E279,NPDES Municipal Ground Water,09-DO-2507,Complete,Satisfactory/Compliance,Routine Scheduled,Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1287666
1267680,21885,Linkwood Manor Court,37,CFI,2012,5,2012-04-09,2012-04-09,970563,W004,0005,21950,Dennis,Brown,2012,4,2012,2,E279,NPDES Municipal Ground Water,09-DP-2507,Active - No work today,Noncompliance,Violation Follow-up,Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1267680
1255109,21885,Linkwood Manor Court,37,CFI,2012,4,2012-03-06,2012-03-06,956490,W004,0005,21950,Dennis,Brown,2012,3,2012,1,E279,NPDES Municipal Ground Water,09-DP-2507,Active - No work today,Noncompliance,Violation Follow-up,Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1255109
1235668,21885,Linkwood Manor Court,37,CFI,2012,1,2012-01-18,2012-01-18,935393,W003,0005,21950,Dennis,Brown,2012,3,2012,1,E279,NPDES Municipal Ground Water,09-DP-2507,Complete,Noncompliance,Routine Scheduled,Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1235668
1238563,21885,Linkwood Manor Court,37,CFI,2012,2,2012-01-30,2012-01-30,938399,W001,0005,21950,Dennis,Brown,2012,3,2012,1,E279,NPDES Municipal Ground Water,09-DP-2507,Active,Noncompliance,Violation Follow-up,Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1238563
1246205,21885,Linkwood Manor Court,37,CFI,2012,3,2012-02-17,2012-02-17,947650,W004,0005,21950,Dennis,Brown,2012,3,2012,1,E279,NPDES Municipal Ground Water,09-DP-2507,Active - No work today,Noncompliance,Violation Follow-up,Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1246205
1137807,21889,Assateague Pointe Wastewater Treatment Plant,37,CFI,2011,1,2011-03-25,2011-03-25,NA,W001,0005,21983,Michele,Burroughs,2011,3,2011,1,E279,NPDES Municipal Ground Water,06DP2608,Active,Noncompliance,"Routine Scheduled, Initial Yearly, Initial Quarterly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1137807
1866584,21889,Assateague Pointe Wastewater Treatment Plant,37,CFI,2016,1,2016-02-29,2016-03-01,1711539,W001,0005,21983,Michele,Burroughs,2016,3,2016,1,E279,NPDES Municipal Ground Water,DP-2608,Active,Noncompliance,"Routine Scheduled, Initial Yearly, Initial Quarterly",Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1866584
1249905,21892,Prince Frederick WWTP #1,37,CFI,2012,1,2012-02-23,2012-02-23,951655,W001,0005,24297,Tammy,Roberson,2012,3,2012,1,E279,NPDES Municipal Ground Water,10-DP-2705,Active,Noncompliance,"Initial Yearly, Initial Quarterly, Routine Scheduled","Continue Routine Investigation, Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1249905
2121737,21892,Prince Frederick WWTP #1,37,CFI,2017,1,2017-10-11,2017-10-11,2011289,W001,0003,21947,Adriana,Frangos,2018,2,2017,4,E279,NPDES Municipal Ground Water,10DP2705,Active,Additional Investigation Required,"Initial Yearly, Routine Scheduled, Initial Quarterly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2121737
338688,21892,Prince Frederick WWTP #1,37,CFI,2008,1,2008-11-26,2008-11-26,NA,NA,NA,21980,Shailaja,Polasi,2009,2,2008,4,E279,NPDES Municipal Ground Water,NA,NA,NA,NA,NA,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=338688
3269809,21892,Prince Frederick WWTP #1,37,CFI,2025,3,2025-01-23,2025-01-23,NA,W001,0008,1176909,Luke,Waesche,2025,3,2025,1,E279,NPDES Municipal Ground Water,16-DP-2705,Active,Corrective Actions Required,"Initial Yearly, Routine Scheduled",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3269809
2982589,21892,Prince Frederick WWTP #1,37,CFI,2023,1,2023-02-16,2023-02-17,NA,W001,0005,112800,Samantha,Coffman,2023,3,2023,1,E279,NPDES Municipal Ground Water,10DP2705,Active,Noncompliance,"Initial Quarterly, Initial Yearly, Complaint",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2982589
1126038,21895,Cove Corporation,37,CFI,2011,1,2011-03-03,2011-03-03,NA,W001,0005,24297,Tammy,Roberson,2011,3,2011,1,E280,NPDES Industrial Ground Water,05-DP-3018,Active,Noncompliance,"Routine Scheduled, Initial Quarterly, Initial Yearly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1126038
2834042,21897,Ashleigh Knolls Subdivision,37,CFI,2021,1,2021-10-28,2021-10-28,NA,W001,0003,90265,Renato,Cuizon,2022,2,2021,4,E279,NPDES Municipal Ground Water,14DP3102,Active,Additional Investigation Required,3 Year Inspection,Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2834042
3366723,21897,Ashleigh Knolls Subdivision,37,CFI,2025,1,2025-11-12,2025-11-12,NA,W001,NA,1169632,Francesca,Galasso,2026,2,2025,4,E279,NPDES Municipal Ground Water,19-DP-3102,Active,NA,"Routine Scheduled, Initial Yearly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3366723
3368467,21898,Talbot Trailer Park,37,CFI,2025,1,2025-12-11,2025-12-11,NA,W002,NA,21983,Michele,Burroughs,2026,2,2025,4,E279,NPDES Municipal Ground Water,N/A,Inactive,NA,"Follow-up, Initial Yearly",Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3368467
2270446,21898,Talbot Trailer Park,37,CFI,2018,4,2018-08-30,2018-08-30,2178930,W002,0005,21983,Michele,Burroughs,2019,1,2018,3,E279,NPDES Municipal Ground Water,DP-3130,Inactive,Noncompliance,Routine Scheduled,Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2270446
2251362,21898,Talbot Trailer Park,37,CFI,2018,3,2018-07-20,2018-07-20,2159119,W001,0003,21983,Michele,Burroughs,2019,1,2018,3,E279,NPDES Municipal Ground Water,DP-3130,Active,Additional Investigation Required,Follow-up (Non-Compliance),Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2251362
2279265,21898,Talbot Trailer Park,37,CFI,2018,7,2018-09-20,2018-09-20,2188395,W004,0003,21983,Michele,Burroughs,2019,1,2018,3,E279,NPDES Municipal Ground Water,DP-3130,Active - No work today,Additional Investigation Required,Follow-up (Non-Compliance),Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2279265
2164102,21898,Talbot Trailer Park,37,CFI,2018,1,2018-01-18,2018-01-18,2060586,W001,0003,21983,Michele,Burroughs,2018,3,2018,1,E279,NPDES Municipal Ground Water,DP-3130,Active,Additional Investigation Required,"Routine Scheduled, Initial Yearly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2164102
2164103,21898,Talbot Trailer Park,37,CFI,2018,2,2018-01-24,2018-01-24,2060592,W001,0003,21983,Michele,Burroughs,2018,3,2018,1,E279,NPDES Municipal Ground Water,DP-3130,Active,Additional Investigation Required,Follow-up (Non-Compliance),Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2164103
2148966,21898,Talbot Trailer Park,37,CFI,2017,2,2017-11-28,2017-11-28,2043048,W001,0005,21983,Michele,Burroughs,2018,2,2017,4,E279,NPDES Municipal Ground Water,DP-3130,Active,Noncompliance,Follow-up (Non-Compliance),Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2148966
2092999,21898,Talbot Trailer Park,37,CFI,2017,1,2017-08-25,2017-08-25,1977676,W001,0003,21983,Michele,Burroughs,2018,1,2017,3,E279,NPDES Municipal Ground Water,DP-3130,Active,Additional Investigation Required,Follow-up (Non-Compliance),Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2092999
1851813,21898,Talbot Trailer Park,37,CFI,2016,1,2016-03-14,2016-03-14,1694868,W001,0005,21983,Michele,Burroughs,2016,3,2016,1,E279,NPDES Municipal Ground Water,DP-3130,Active,Noncompliance,Follow-up (Non-Compliance),Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1851813
2459973,21898,Talbot Trailer Park,37,CFI,2019,1,2019-11-20,2019-11-20,2399059,W002,0008,21983,Michele,Burroughs,2020,2,2019,4,E279,NPDES Municipal Ground Water,DP-3130,Inactive,Corrective Actions Required,"Routine Scheduled, Initial Quarterly",Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2459973
2601312,21898,Talbot Trailer Park,37,CFI,2020,2,2020-11-06,2020-11-06,2557641,W004,0008,21983,Michele,Burroughs,2021,2,2020,4,E279,NPDES Municipal Ground Water,DP-3130,Active - No work today,Corrective Actions Required,"Routine Scheduled, Initial Quarterly, Initial Yearly",Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2601312
1386825,21898,Talbot Trailer Park,37,CFI,2013,1,2013-01-17,2013-01-17,1151494,W001,0003,21983,Michele,Burroughs,2013,3,2013,1,E279,NPDES Municipal Ground Water,06DP3130,Active,Additional Investigation Required,PAF,Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1386825
1277363,21898,Talbot Trailer Park,37,CFI,2012,1,2012-01-31,2012-01-31,1016436,W001,0005,21983,Michele,Burroughs,2012,3,2012,1,E279,NPDES Municipal Ground Water,06DP3130,Active,Noncompliance,"Initial Quarterly, Routine Scheduled, Initial Yearly",Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1277363
2480420,21898,Talbot Trailer Park,37,CFI,2020,1,2020-01-07,2020-01-07,2425104,W002,0008,21983,Michele,Burroughs,2020,3,2020,1,E279,NPDES Municipal Ground Water,DP-3130,Inactive,Corrective Actions Required,"Initial Quarterly, Initial Yearly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2480420
1131766,21898,Talbot Trailer Park,37,CFI,2011,1,2011-03-14,2011-03-15,NA,W001,0005,21983,Michele,Burroughs,2011,3,2011,1,E279,NPDES Municipal Ground Water,06DP3130,Active,Noncompliance,"Initial Yearly, Initial Quarterly, Routine Scheduled",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1131766
1479812,21898,Talbot Trailer Park,37,CFI,2013,2,2013-08-01,2013-08-01,1256230,W001,0005,21983,Michele,Burroughs,2014,1,2013,3,E279,NPDES Municipal Ground Water,DP-3130,Active,Noncompliance,"Routine Scheduled, Initial Quarterly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1479812
1594758,21898,Talbot Trailer Park,37,CFI,2014,1,2014-03-31,2014-03-31,1383109,W001,0005,21983,Michele,Burroughs,2014,3,2014,1,E279,NPDES Municipal Ground Water,06DP3130,Active,Noncompliance,"Follow-up (Non-Compliance), Initial Quarterly, Initial Yearly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1594758
1594762,21898,Talbot Trailer Park,37,CFI,2014,2,2014-04-01,2014-04-01,1383115,W001,0005,21983,Michele,Burroughs,2014,4,2014,2,E279,NPDES Municipal Ground Water,06DP3130,Active,Noncompliance,Routine Scheduled,Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1594762
1594764,21898,Talbot Trailer Park,37,CFI,2014,3,2014-06-04,2014-06-05,1383125,W001,0005,21983,Michele,Burroughs,2014,4,2014,2,E279,NPDES Municipal Ground Water,06DP3130,Active,Noncompliance,Follow-up (Non-Compliance),Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1594764
1002681,21898,Talbot Trailer Park,37,CFI,2010,2,2010-05-12,2010-05-12,NA,NA,NA,21983,Michele,Burroughs,2010,4,2010,2,E280,NPDES Industrial Ground Water,NA,NA,NA,NA,NA,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1002681
1780212,21898,Talbot Trailer Park,37,CFI,2015,2,2015-03-25,2015-03-25,1614475,W001,0005,21960,Chris,Westergard,2015,3,2015,1,E279,NPDES Municipal Ground Water,06-DP-3130,Active,Noncompliance,Routine Scheduled,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1780212
1727704,21898,Talbot Trailer Park,37,CFI,2015,1,2015-03-25,2015-03-25,1551014,W001,0005,21960,Chris,Westergard,2015,3,2015,1,E279,NPDES Municipal Ground Water,06-DP-3130,Active,Noncompliance,Routine Scheduled,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1727704
1067439,21901,North Carroll Shopping Plaza,37,CFI,2010,1,2010-11-08,2010-11-08,NA,W001,0003,21972,Dave,Ryder,2011,2,2010,4,E279,NPDES Municipal Ground Water,NA,Active,Additional Investigation Required,"Routine Scheduled, Initial Quarterly, Initial Yearly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1067439
1418393,21901,North Carroll Shopping Plaza,37,CFI,2013,1,2013-03-26,2013-03-26,1185996,W002,0001,21972,Dave,Ryder,2013,3,2013,1,E279,NPDES Municipal Ground Water,DP-3164,Inactive,Satisfactory/Compliance,"Initial Quarterly, Routine Scheduled, Initial Yearly",Close File,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1418393
1685664,21906,Centreville Wastewater Irrigation Facility,37,CFI,2015,1,2015-01-29,2015-01-29,1499559,W001,0003,21952,Randy,Denny,2015,3,2015,1,E279,NPDES Municipal Ground Water,14-DP-3323,Active,Additional Investigation Required,"Initial Quarterly, Initial Yearly, Routine Scheduled",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1685664
1685667,21906,Centreville Wastewater Irrigation Facility,37,CFI,2015,3,2015-02-04,2015-02-04,1499571,W001,0003,21952,Randy,Denny,2015,3,2015,1,E279,NPDES Municipal Ground Water,14-DP-3323,Active,Additional Investigation Required,Routine Scheduled,Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1685667
1685673,21906,Centreville Wastewater Irrigation Facility,37,CFI,2015,2,2015-02-03,2015-02-03,1499565,W001,0003,21952,Randy,Denny,2015,3,2015,1,E279,NPDES Municipal Ground Water,14-DP-3323,Active,Additional Investigation Required,Routine Scheduled,Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1685673
1687475,21906,Centreville Wastewater Irrigation Facility,37,CFI,2015,4,2015-02-06,2015-02-06,1501777,W001,0001,21952,Randy,Denny,2015,3,2015,1,E279,NPDES Municipal Ground Water,14-DP-3323,Active,Satisfactory/Compliance,Routine Scheduled,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1687475
1929474,21906,Centreville Wastewater Irrigation Facility,37,CFI,2016,1,2016-08-24,2016-08-31,1783595,W001,0001,21952,Randy,Denny,2017,1,2016,3,E279,NPDES Municipal Ground Water,14-DP-3323,Active,Satisfactory/Compliance,"Initial Quarterly, Initial Yearly, Routine Scheduled",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1929474
2053691,21906,Centreville Wastewater Irrigation Facility,37,CFI,2017,2,2017-05-23,2017-06-01,1930186,W001,0001,21952,Randy,Denny,2017,4,2017,2,E279,NPDES Municipal Ground Water,14-DP-3323,Active,Satisfactory/Compliance,"Initial Quarterly, Routine Scheduled",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2053691
1991925,21906,Centreville Wastewater Irrigation Facility,37,CFI,2017,1,2017-01-26,2017-02-09,1854577,W001,0005,21952,Randy,Denny,2017,3,2017,1,E279,NPDES Municipal Ground Water,14-DP-3323,Active,Noncompliance,"Initial Quarterly, Initial Yearly, Routine Scheduled",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1991925
2459520,21906,Centreville Wastewater Irrigation Facility,37,CFI,2019,1,2019-10-31,2019-11-21,2398517,W001,0001,21952,Randy,Denny,2020,2,2019,4,E279,NPDES Municipal Ground Water,14-DP-3323,Active,Satisfactory/Compliance,"Initial Yearly, Routine Scheduled",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2459520
2729464,21906,Centreville Wastewater Irrigation Facility,37,CFI,2021,1,2021-03-04,2021-03-16,NA,W001,0001,21952,Randy,Denny,2021,3,2021,1,E279,NPDES Municipal Ground Water,14-DP-3323,Active,Satisfactory/Compliance,"Initial Quarterly, Routine Scheduled, Initial Yearly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2729464
2750839,21906,Centreville Wastewater Irrigation Facility,37,CFI,2021,2,2021-03-04,2021-04-13,NA,W001,0005,21952,Randy,Denny,2021,3,2021,1,E279,NPDES Municipal Ground Water,14-DP-3323,Active,Noncompliance,"Initial Quarterly, Initial Yearly, Routine Scheduled",Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2750839
3119392,21906,Centreville Wastewater Irrigation Facility,37,CFI,2024,2,2024-03-14,2024-03-20,NA,W002,NA,21983,Michele,Burroughs,2024,3,2024,1,E279,NPDES Municipal Ground Water,N/A,Inactive,NA,"Initial Yearly, Initial Quarterly, Routine Scheduled",Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3119392
