permit_id,permit_number,npdes_num,master_ai_name,COUNTY_DESC,perwriter_userid,ptype,permit_class,cur_status_descr,cur_status_date,prev_permit_exp,orig_sub_date,custom_task_desc,completed_date,approval_issued,lst_issu,exp_date,effective_end_date
DP3260,20DP3260,MD3260N98,The Villas At Cattail WWTP & WTP,Howard,J Adia,WMA4,Renewal,Issued,2021-06-01T04:00:00Z,2020-06-30T04:00:00Z,2019-08-13T04:00:00Z,TDOPH - Written comment period ends,2021-05-03T04:00:00Z,2021-06-01T04:00:00Z,2021-06-01T04:00:00Z,2026-05-31T04:00:00Z,2026-05-31T04:00:00Z
DP3804,20DP3804,MD3804M13,Broad Creek Scout Reservation / Camp Saffran,Harford,T Rocca-Weikart,WMA4,Renewal,Issued,2021-07-01T04:00:00Z,2020-04-30T04:00:00Z,2020-02-18T05:00:00Z,OIM - First notice published,2021-04-30T04:00:00Z,2021-07-01T04:00:00Z,2021-07-01T04:00:00Z,2026-06-30T04:00:00Z,2026-06-30T04:00:00Z
DP3804,20DP3804,MD3804M13,Broad Creek Scout Reservation / Camp Saffran,Harford,T Rocca-Weikart,WMA4,Renewal,Issued,2021-07-01T04:00:00Z,2020-04-30T04:00:00Z,2020-02-18T05:00:00Z,TDOPH - First notice published,2021-04-30T04:00:00Z,2021-07-01T04:00:00Z,2021-07-01T04:00:00Z,2026-06-30T04:00:00Z,2026-06-30T04:00:00Z
DP3589,18DP3589,MD3589K08,Saint John's Catholic Preparatory School,Frederick,T Rocca-Weikart,WMA4,Renewal,Application Withdrawn,2021-06-11T04:00:00Z,2018-11-30T05:00:00Z,2018-04-23T04:00:00Z,TDOPH - First notice published,2021-04-30T04:00:00Z,NA,NA,NA,NA
DP3260,20DP3260,MD3260N98,The Villas At Cattail WWTP & WTP,Howard,J Adia,WMA4,Renewal,Issued,2021-06-01T04:00:00Z,2020-06-30T04:00:00Z,2019-08-13T04:00:00Z,TDOPH - Hearing request period ends,2021-04-21T04:00:00Z,2021-06-01T04:00:00Z,2021-06-01T04:00:00Z,2026-05-31T04:00:00Z,2026-05-31T04:00:00Z
DP3260,20DP3260,MD3260N98,The Villas At Cattail WWTP & WTP,Howard,J Adia,WMA4,Renewal,Issued,2021-06-01T04:00:00Z,2020-06-30T04:00:00Z,2019-08-13T04:00:00Z,TDOPH - Second notice published,2021-04-08T04:00:00Z,2021-06-01T04:00:00Z,2021-06-01T04:00:00Z,2026-05-31T04:00:00Z,2026-05-31T04:00:00Z
DP2670,20DP2670,MD2670G06,Company 8 LLC,Carroll,T Rocca-Weikart,WMA3,Renewal,Issued,2021-07-01T04:00:00Z,2019-09-30T04:00:00Z,2020-01-28T05:00:00Z,TDOPH - Written comment period ends,2021-04-05T04:00:00Z,2021-07-01T04:00:00Z,2021-07-01T04:00:00Z,2026-06-30T04:00:00Z,2026-06-30T04:00:00Z
DP3260,20DP3260,MD3260N98,The Villas At Cattail WWTP & WTP,Howard,J Adia,WMA4,Renewal,Issued,2021-06-01T04:00:00Z,2020-06-30T04:00:00Z,2019-08-13T04:00:00Z,TDOPH - First notice published,2021-04-01T04:00:00Z,2021-06-01T04:00:00Z,2021-06-01T04:00:00Z,2026-05-31T04:00:00Z,2026-05-31T04:00:00Z
DP3863,19DP3863,MD3863N19,Cattail Creek Country Club,Howard,J Adia,WMA4,New,Issued,2021-06-01T04:00:00Z,NA,2019-05-10T04:00:00Z,TDOPH - Written comment period ends,2021-03-29T04:00:00Z,2021-06-01T04:00:00Z,2021-06-01T04:00:00Z,2026-05-31T04:00:00Z,2026-05-31T04:00:00Z
DP2670,20DP2670,MD2670G06,Company 8 LLC,Carroll,T Rocca-Weikart,WMA3,Renewal,Issued,2021-07-01T04:00:00Z,2019-09-30T04:00:00Z,2020-01-28T05:00:00Z,OIM - Meeting request period ends,2021-03-25T04:00:00Z,2021-07-01T04:00:00Z,2021-07-01T04:00:00Z,2026-06-30T04:00:00Z,2026-06-30T04:00:00Z
DP2670,20DP2670,MD2670G06,Company 8 LLC,Carroll,T Rocca-Weikart,WMA3,Renewal,Issued,2021-07-01T04:00:00Z,2019-09-30T04:00:00Z,2020-01-28T05:00:00Z,TDOPH - Hearing request period ends,2021-03-25T04:00:00Z,2021-07-01T04:00:00Z,2021-07-01T04:00:00Z,2026-06-30T04:00:00Z,2026-06-30T04:00:00Z
DP3863,19DP3863,MD3863N19,Cattail Creek Country Club,Howard,J Adia,WMA4,New,Issued,2021-06-01T04:00:00Z,NA,2019-05-10T04:00:00Z,TDOPH - Hearing request period ends,2021-03-17T04:00:00Z,2021-06-01T04:00:00Z,2021-06-01T04:00:00Z,2026-05-31T04:00:00Z,2026-05-31T04:00:00Z
DP3863,19DP3863,MD3863N19,Cattail Creek Country Club,Howard,J Adia,WMA4,New,Issued,2021-06-01T04:00:00Z,NA,2019-05-10T04:00:00Z,OIM - Meeting request period ends,2021-03-17T04:00:00Z,2021-06-01T04:00:00Z,2021-06-01T04:00:00Z,2026-05-31T04:00:00Z,2026-05-31T04:00:00Z
DP3746,18DP3746,MD3746C11,Tradepoint Atlantic,Baltimore,T Rocca-Weikart,WMA3,Renewal,Issued,2021-06-01T04:00:00Z,2021-05-31T04:00:00Z,2017-11-30T05:00:00Z,TDOPH - Written comment period ends,2021-03-15T04:00:00Z,2021-06-01T04:00:00Z,2021-06-01T04:00:00Z,2026-05-31T04:00:00Z,2026-05-31T04:00:00Z
DP2670,20DP2670,MD2670G06,Company 8 LLC,Carroll,T Rocca-Weikart,WMA3,Renewal,Issued,2021-07-01T04:00:00Z,2019-09-30T04:00:00Z,2020-01-28T05:00:00Z,OIM - Second notice published,2021-03-12T05:00:00Z,2021-07-01T04:00:00Z,2021-07-01T04:00:00Z,2026-06-30T04:00:00Z,2026-06-30T04:00:00Z
DP2670,20DP2670,MD2670G06,Company 8 LLC,Carroll,T Rocca-Weikart,WMA3,Renewal,Issued,2021-07-01T04:00:00Z,2019-09-30T04:00:00Z,2020-01-28T05:00:00Z,TDOPH - Second notice published,2021-03-12T05:00:00Z,2021-07-01T04:00:00Z,2021-07-01T04:00:00Z,2026-06-30T04:00:00Z,2026-06-30T04:00:00Z
DP2670,20DP2670,MD2670G06,Company 8 LLC,Carroll,T Rocca-Weikart,WMA3,Renewal,Issued,2021-07-01T04:00:00Z,2019-09-30T04:00:00Z,2020-01-28T05:00:00Z,OIM - First notice published,2021-03-05T05:00:00Z,2021-07-01T04:00:00Z,2021-07-01T04:00:00Z,2026-06-30T04:00:00Z,2026-06-30T04:00:00Z
DP2670,20DP2670,MD2670G06,Company 8 LLC,Carroll,T Rocca-Weikart,WMA3,Renewal,Issued,2021-07-01T04:00:00Z,2019-09-30T04:00:00Z,2020-01-28T05:00:00Z,TDOPH - First notice published,2021-03-05T05:00:00Z,2021-07-01T04:00:00Z,2021-07-01T04:00:00Z,2026-06-30T04:00:00Z,2026-06-30T04:00:00Z
DP3746,18DP3746,MD3746C11,Tradepoint Atlantic,Baltimore,T Rocca-Weikart,WMA3,Renewal,Issued,2021-06-01T04:00:00Z,2021-05-31T04:00:00Z,2017-11-30T05:00:00Z,TDOPH - Hearing request period ends,2021-03-04T05:00:00Z,2021-06-01T04:00:00Z,2021-06-01T04:00:00Z,2026-05-31T04:00:00Z,2026-05-31T04:00:00Z
DP3863,19DP3863,MD3863N19,Cattail Creek Country Club,Howard,J Adia,WMA4,New,Issued,2021-06-01T04:00:00Z,NA,2019-05-10T04:00:00Z,TDOPH - Second notice published,2021-03-04T05:00:00Z,2021-06-01T04:00:00Z,2021-06-01T04:00:00Z,2026-05-31T04:00:00Z,2026-05-31T04:00:00Z
DP3863,19DP3863,MD3863N19,Cattail Creek Country Club,Howard,J Adia,WMA4,New,Issued,2021-06-01T04:00:00Z,NA,2019-05-10T04:00:00Z,OIM - Second notice published,2021-03-04T05:00:00Z,2021-06-01T04:00:00Z,2021-06-01T04:00:00Z,2026-05-31T04:00:00Z,2026-05-31T04:00:00Z
DP3863,19DP3863,MD3863N19,Cattail Creek Country Club,Howard,J Adia,WMA4,New,Issued,2021-06-01T04:00:00Z,NA,2019-05-10T04:00:00Z,TDOPH - First notice published,2021-02-25T05:00:00Z,2021-06-01T04:00:00Z,2021-06-01T04:00:00Z,2026-05-31T04:00:00Z,2026-05-31T04:00:00Z
DP3863,19DP3863,MD3863N19,Cattail Creek Country Club,Howard,J Adia,WMA4,New,Issued,2021-06-01T04:00:00Z,NA,2019-05-10T04:00:00Z,OIM - First notice published,2021-02-25T05:00:00Z,2021-06-01T04:00:00Z,2021-06-01T04:00:00Z,2026-05-31T04:00:00Z,2026-05-31T04:00:00Z
DP3746,18DP3746,MD3746C11,Tradepoint Atlantic,Baltimore,T Rocca-Weikart,WMA3,Renewal,Issued,2021-06-01T04:00:00Z,2021-05-31T04:00:00Z,2017-11-30T05:00:00Z,TDOPH - Second notice published,2021-02-19T05:00:00Z,2021-06-01T04:00:00Z,2021-06-01T04:00:00Z,2026-05-31T04:00:00Z,2026-05-31T04:00:00Z
DP3746,18DP3746,MD3746C11,Tradepoint Atlantic,Baltimore,T Rocca-Weikart,WMA3,Renewal,Issued,2021-06-01T04:00:00Z,2021-05-31T04:00:00Z,2017-11-30T05:00:00Z,TDOPH - First notice published,2021-02-12T05:00:00Z,2021-06-01T04:00:00Z,2021-06-01T04:00:00Z,2026-05-31T04:00:00Z,2026-05-31T04:00:00Z
DP3225,20DP3225,MD3225S03,Charlotte Hall Square,St. Mary's,J Adia,WMA4,Renewal,Issued,2021-07-01T04:00:00Z,2020-02-28T05:00:00Z,2019-08-26T04:00:00Z,TDOPH - Written comment period ends,2020-12-07T05:00:00Z,2021-07-01T04:00:00Z,2021-07-01T04:00:00Z,2026-06-30T04:00:00Z,2026-06-30T04:00:00Z
DP3225,20DP3225,MD3225S03,Charlotte Hall Square,St. Mary's,J Adia,WMA4,Renewal,Issued,2021-07-01T04:00:00Z,2020-02-28T05:00:00Z,2019-08-26T04:00:00Z,TDOPH - Hearing request period ends,2020-11-30T05:00:00Z,2021-07-01T04:00:00Z,2021-07-01T04:00:00Z,2026-06-30T04:00:00Z,2026-06-30T04:00:00Z
DP3213,19DP3213,MD3213X08,The Bay Club Golf Course,Worcester,T Rocca-Weikart,WMA4,Renewal,Application Withdrawn,2021-12-22T05:00:00Z,2020-01-31T05:00:00Z,2019-02-26T05:00:00Z,TDOPH - Written comment period ends,2020-11-30T05:00:00Z,NA,NA,NA,NA
DP2587,20DP2587,MD2587J06,Deep Water Subdivision - Phase I,Dorchester,T Rocca-Weikart,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2019-07-31T04:00:00Z,2020-01-14T05:00:00Z,TDOPH - Written comment period ends,2020-11-30T05:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3418,19DP3418,MD3418E02,Calvert Gateway WWTP and WTP,Calvert,A Shahvari,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2019-02-28T05:00:00Z,2018-12-27T05:00:00Z,TDOPH - Written comment period ends,2020-11-30T05:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3418,19DP3418,MD3418E02,Calvert Gateway WWTP and WTP,Calvert,A Shahvari,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2019-02-28T05:00:00Z,2018-12-27T05:00:00Z,TDOPH - Hearing request period ends,2020-11-19T05:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3213,19DP3213,MD3213X08,The Bay Club Golf Course,Worcester,T Rocca-Weikart,WMA4,Renewal,Application Withdrawn,2021-12-22T05:00:00Z,2020-01-31T05:00:00Z,2019-02-26T05:00:00Z,OIM - Meeting request period ends,2020-11-18T05:00:00Z,NA,NA,NA,NA
DP3213,19DP3213,MD3213X08,The Bay Club Golf Course,Worcester,T Rocca-Weikart,WMA4,Renewal,Application Withdrawn,2021-12-22T05:00:00Z,2020-01-31T05:00:00Z,2019-02-26T05:00:00Z,TDOPH - Hearing request period ends,2020-11-18T05:00:00Z,NA,NA,NA,NA
DP2587,20DP2587,MD2587J06,Deep Water Subdivision - Phase I,Dorchester,T Rocca-Weikart,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2019-07-31T04:00:00Z,2020-01-14T05:00:00Z,OIM - Meeting request period ends,2020-11-17T05:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP2587,20DP2587,MD2587J06,Deep Water Subdivision - Phase I,Dorchester,T Rocca-Weikart,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2019-07-31T04:00:00Z,2020-01-14T05:00:00Z,TDOPH - Hearing request period ends,2020-11-17T05:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3528,18DP3528,MD3528H05,Bohemia Bay Yacht Harbor,Cecil,J Robinson,WMA4,Renewal,Issued,2021-02-01T05:00:00Z,2018-05-31T04:00:00Z,2018-06-22T04:00:00Z,TDOPH - Written comment period ends,2020-11-16T05:00:00Z,2021-02-01T05:00:00Z,2021-02-01T05:00:00Z,2026-01-31T05:00:00Z,2026-01-31T05:00:00Z
DP0742,17DP0742,MD0023175,Gale-Bailey Elementary School,Charles,T Rocca-Weikart,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2016-11-30T05:00:00Z,2016-09-13T04:00:00Z,TDOPH - Written comment period ends,2020-11-16T05:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3225,20DP3225,MD3225S03,Charlotte Hall Square,St. Mary's,J Adia,WMA4,Renewal,Issued,2021-07-01T04:00:00Z,2020-02-28T05:00:00Z,2019-08-26T04:00:00Z,TDOPH - Second notice published,2020-11-13T05:00:00Z,2021-07-01T04:00:00Z,2021-07-01T04:00:00Z,2026-06-30T04:00:00Z,2026-06-30T04:00:00Z
DP3225,20DP3225,MD3225S03,Charlotte Hall Square,St. Mary's,J Adia,WMA4,Renewal,Issued,2021-07-01T04:00:00Z,2020-02-28T05:00:00Z,2019-08-26T04:00:00Z,TDOPH - First notice published,2020-11-06T05:00:00Z,2021-07-01T04:00:00Z,2021-07-01T04:00:00Z,2026-06-30T04:00:00Z,2026-06-30T04:00:00Z
DP3418,19DP3418,MD3418E02,Calvert Gateway WWTP and WTP,Calvert,A Shahvari,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2019-02-28T05:00:00Z,2018-12-27T05:00:00Z,TDOPH - Second notice published,2020-11-06T05:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3528,18DP3528,MD3528H05,Bohemia Bay Yacht Harbor,Cecil,J Robinson,WMA4,Renewal,Issued,2021-02-01T05:00:00Z,2018-05-31T04:00:00Z,2018-06-22T04:00:00Z,TDOPH - Hearing request period ends,2020-11-05T05:00:00Z,2021-02-01T05:00:00Z,2021-02-01T05:00:00Z,2026-01-31T05:00:00Z,2026-01-31T05:00:00Z
DP0742,17DP0742,MD0023175,Gale-Bailey Elementary School,Charles,T Rocca-Weikart,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2016-11-30T05:00:00Z,2016-09-13T04:00:00Z,TDOPH - Hearing request period ends,2020-11-05T05:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3213,19DP3213,MD3213X08,The Bay Club Golf Course,Worcester,T Rocca-Weikart,WMA4,Renewal,Application Withdrawn,2021-12-22T05:00:00Z,2020-01-31T05:00:00Z,2019-02-26T05:00:00Z,OIM - Second notice published,2020-11-05T05:00:00Z,NA,NA,NA,NA
DP3213,19DP3213,MD3213X08,The Bay Club Golf Course,Worcester,T Rocca-Weikart,WMA4,Renewal,Application Withdrawn,2021-12-22T05:00:00Z,2020-01-31T05:00:00Z,2019-02-26T05:00:00Z,TDOPH - Second notice published,2020-11-05T05:00:00Z,NA,NA,NA,NA
DP2587,20DP2587,MD2587J06,Deep Water Subdivision - Phase I,Dorchester,T Rocca-Weikart,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2019-07-31T04:00:00Z,2020-01-14T05:00:00Z,OIM - Second notice published,2020-11-04T05:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP2587,20DP2587,MD2587J06,Deep Water Subdivision - Phase I,Dorchester,T Rocca-Weikart,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2019-07-31T04:00:00Z,2020-01-14T05:00:00Z,TDOPH - Second notice published,2020-11-04T05:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3418,19DP3418,MD3418E02,Calvert Gateway WWTP and WTP,Calvert,A Shahvari,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2019-02-28T05:00:00Z,2018-12-27T05:00:00Z,TDOPH - First notice published,2020-10-30T04:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3213,19DP3213,MD3213X08,The Bay Club Golf Course,Worcester,T Rocca-Weikart,WMA4,Renewal,Application Withdrawn,2021-12-22T05:00:00Z,2020-01-31T05:00:00Z,2019-02-26T05:00:00Z,OIM - First notice published,2020-10-29T04:00:00Z,NA,NA,NA,NA
DP3213,19DP3213,MD3213X08,The Bay Club Golf Course,Worcester,T Rocca-Weikart,WMA4,Renewal,Application Withdrawn,2021-12-22T05:00:00Z,2020-01-31T05:00:00Z,2019-02-26T05:00:00Z,TDOPH - First notice published,2020-10-29T04:00:00Z,NA,NA,NA,NA
DP2587,20DP2587,MD2587J06,Deep Water Subdivision - Phase I,Dorchester,T Rocca-Weikart,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2019-07-31T04:00:00Z,2020-01-14T05:00:00Z,OIM - First notice published,2020-10-28T04:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP2587,20DP2587,MD2587J06,Deep Water Subdivision - Phase I,Dorchester,T Rocca-Weikart,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2019-07-31T04:00:00Z,2020-01-14T05:00:00Z,TDOPH - First notice published,2020-10-28T04:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3528,18DP3528,MD3528H05,Bohemia Bay Yacht Harbor,Cecil,J Robinson,WMA4,Renewal,Issued,2021-02-01T05:00:00Z,2018-05-31T04:00:00Z,2018-06-22T04:00:00Z,TDOPH - Second notice published,2020-10-23T04:00:00Z,2021-02-01T05:00:00Z,2021-02-01T05:00:00Z,2026-01-31T05:00:00Z,2026-01-31T05:00:00Z
DP0742,17DP0742,MD0023175,Gale-Bailey Elementary School,Charles,T Rocca-Weikart,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2016-11-30T05:00:00Z,2016-09-13T04:00:00Z,TDOPH - Second notice published,2020-10-23T04:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3786,20DP3786,MD3786R13,Aspen Institute,Queen Anne's,D Dewa,WMA4,Renewal,Approval Terminated,2025-10-22T04:00:00Z,2019-08-31T04:00:00Z,2019-08-13T04:00:00Z,TDOPH - Written comment period ends,2020-10-19T04:00:00Z,2021-03-01T05:00:00Z,2021-03-01T05:00:00Z,2026-02-28T05:00:00Z,2025-10-22T04:00:00Z
DP3428,18DP3428,MD3428C03,Oldfields School,Baltimore,J Adia,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2018-05-31T04:00:00Z,2018-04-04T04:00:00Z,TDOPH - Written comment period ends,2020-10-19T04:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3528,18DP3528,MD3528H05,Bohemia Bay Yacht Harbor,Cecil,J Robinson,WMA4,Renewal,Issued,2021-02-01T05:00:00Z,2018-05-31T04:00:00Z,2018-06-22T04:00:00Z,TDOPH - First notice published,2020-10-16T04:00:00Z,2021-02-01T05:00:00Z,2021-02-01T05:00:00Z,2026-01-31T05:00:00Z,2026-01-31T05:00:00Z
DP0742,17DP0742,MD0023175,Gale-Bailey Elementary School,Charles,T Rocca-Weikart,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2016-11-30T05:00:00Z,2016-09-13T04:00:00Z,TDOPH - First notice published,2020-10-16T04:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP2896,16DP2896,MD2896P09,Poolesville Golf Course WWTP,Montgomery,J Adia,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2017-02-28T05:00:00Z,2016-03-07T05:00:00Z,TDOPH - Written comment period ends,2020-10-13T04:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3785,18DP3785,MD3785C13,Hereford High School,Baltimore,J Adia,WMA4,Renewal,Pending,2018-02-12T05:00:00Z,2018-06-30T04:00:00Z,2018-02-12T05:00:00Z,TDOPH - Written comment period ends,2020-10-13T04:00:00Z,NA,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3573,19DP3573,MD3573I07,Camp Winona,Charles,J Adia,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2019-11-30T05:00:00Z,2019-03-14T04:00:00Z,TDOPH - Written comment period ends,2020-10-13T04:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3786,20DP3786,MD3786R13,Aspen Institute,Queen Anne's,D Dewa,WMA4,Renewal,Approval Terminated,2025-10-22T04:00:00Z,2019-08-31T04:00:00Z,2019-08-13T04:00:00Z,OIM - Meeting request period ends,2020-10-08T04:00:00Z,2021-03-01T05:00:00Z,2021-03-01T05:00:00Z,2026-02-28T05:00:00Z,2025-10-22T04:00:00Z
DP3786,20DP3786,MD3786R13,Aspen Institute,Queen Anne's,D Dewa,WMA4,Renewal,Approval Terminated,2025-10-22T04:00:00Z,2019-08-31T04:00:00Z,2019-08-13T04:00:00Z,TDOPH - Hearing request period ends,2020-10-08T04:00:00Z,2021-03-01T05:00:00Z,2021-03-01T05:00:00Z,2026-02-28T05:00:00Z,2025-10-22T04:00:00Z
DP3428,18DP3428,MD3428C03,Oldfields School,Baltimore,J Adia,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2018-05-31T04:00:00Z,2018-04-04T04:00:00Z,TDOPH - Hearing request period ends,2020-10-08T04:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3390,19DP3390,MD3390B02,Atria Manresa Nursing Home,Anne Arundel,D Dewa,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2019-10-31T04:00:00Z,2019-06-11T04:00:00Z,TDOPH - Written comment period ends,2020-10-05T04:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3243,19DP3243,MD3243M03,Campus Hills Shopping Center,Harford,T Rocca-Weikart,WMA4,Renewal,Issued,2025-07-01T04:00:00Z,2018-11-30T05:00:00Z,2018-12-06T05:00:00Z,TDOPH - Written comment period ends,2020-10-05T04:00:00Z,2025-07-01T04:00:00Z,2025-07-01T04:00:00Z,2030-06-30T04:00:00Z,2030-06-30T04:00:00Z
DP3785,18DP3785,MD3785C13,Hereford High School,Baltimore,J Adia,WMA4,Renewal,Pending,2018-02-12T05:00:00Z,2018-06-30T04:00:00Z,2018-02-12T05:00:00Z,TDOPH - Hearing request period ends,2020-10-01T04:00:00Z,NA,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3573,19DP3573,MD3573I07,Camp Winona,Charles,J Adia,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2019-11-30T05:00:00Z,2019-03-14T04:00:00Z,TDOPH - Hearing request period ends,2020-10-01T04:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP2896,16DP2896,MD2896P09,Poolesville Golf Course WWTP,Montgomery,J Adia,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2017-02-28T05:00:00Z,2016-03-07T05:00:00Z,TDOPH - Hearing request period ends,2020-09-30T04:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3786,20DP3786,MD3786R13,Aspen Institute,Queen Anne's,D Dewa,WMA4,Renewal,Approval Terminated,2025-10-22T04:00:00Z,2019-08-31T04:00:00Z,2019-08-13T04:00:00Z,OIM - Second notice published,2020-09-25T04:00:00Z,2021-03-01T05:00:00Z,2021-03-01T05:00:00Z,2026-02-28T05:00:00Z,2025-10-22T04:00:00Z
DP3786,20DP3786,MD3786R13,Aspen Institute,Queen Anne's,D Dewa,WMA4,Renewal,Approval Terminated,2025-10-22T04:00:00Z,2019-08-31T04:00:00Z,2019-08-13T04:00:00Z,TDOPH - Second notice published,2020-09-25T04:00:00Z,2021-03-01T05:00:00Z,2021-03-01T05:00:00Z,2026-02-28T05:00:00Z,2025-10-22T04:00:00Z
DP3428,18DP3428,MD3428C03,Oldfields School,Baltimore,J Adia,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2018-05-31T04:00:00Z,2018-04-04T04:00:00Z,TDOPH - Second notice published,2020-09-25T04:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3390,19DP3390,MD3390B02,Atria Manresa Nursing Home,Anne Arundel,D Dewa,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2019-10-31T04:00:00Z,2019-06-11T04:00:00Z,OIM - Meeting request period ends,2020-09-24T04:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3390,19DP3390,MD3390B02,Atria Manresa Nursing Home,Anne Arundel,D Dewa,WMA4,Renewal,Issued,2021-01-01T05:00:00Z,2019-10-31T04:00:00Z,2019-06-11T04:00:00Z,TDOPH - Hearing request period ends,2020-09-24T04:00:00Z,2021-01-01T05:00:00Z,2021-01-01T05:00:00Z,2025-12-31T05:00:00Z,2025-12-31T05:00:00Z
DP3243,19DP3243,MD3243M03,Campus Hills Shopping Center,Harford,T Rocca-Weikart,WMA4,Renewal,Issued,2025-07-01T04:00:00Z,2018-11-30T05:00:00Z,2018-12-06T05:00:00Z,OIM - Meeting request period ends,2020-09-24T04:00:00Z,2025-07-01T04:00:00Z,2025-07-01T04:00:00Z,2030-06-30T04:00:00Z,2030-06-30T04:00:00Z
DP3243,19DP3243,MD3243M03,Campus Hills Shopping Center,Harford,T Rocca-Weikart,WMA4,Renewal,Issued,2025-07-01T04:00:00Z,2018-11-30T05:00:00Z,2018-12-06T05:00:00Z,TDOPH - Hearing request period ends,2020-09-24T04:00:00Z,2025-07-01T04:00:00Z,2025-07-01T04:00:00Z,2030-06-30T04:00:00Z,2030-06-30T04:00:00Z
